plot_name,plot_id,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,cassava mosaic disease incidence 3-month evaluation			|CO_334:0000196,cassava mosaic disease severity 3-month evaluation			|CO_334:0000192,petiole color visual rating 1-9			|CO_334:0000023,plant height measurement in cm			|CO_334:0000018,STE			|CO_334:0000257,apical pubescence visual rating 0-2			|CO_334:0000309,apical pubescence visual rating 0-7			|CO_334:0000026,first apical branch height measurement in cm			|CO_334:0000106,initial plant vigor assessment 1-5			|CO_334:0000220,initial vigor assessment 1-7			|CO_334:0000009,stem color visual scoring 1-4			|CO_334:0000062,Broken Stem,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2256P0146_5514,3491930,TMS21F2256P0146,5514,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0001_5515,3495583,TMS21F2257P0001,5515,1,,1,,,,,,71,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0002_5516,3491941,TMS21F2257P0002,5516,1,,1,,,,,,73,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0003_5517,3493042,TMS21F2257P0003,5517,1,,1,,,,,,42,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0004_5518,3490966,TMS21F2257P0004,5518,1,,1,,,,,,75,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0005_5519,3495821,TMS21F2257P0005,5519,1,,1,,,,,,52,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0006_5520,3492543,TMS21F2257P0006,5520,1,,1,,,,,,53,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0007_5521,3495668,TMS21F2257P0007,5521,1,,1,,,,,,47,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0008_5522,3496177,TMS21F2257P0008,5522,1,,1,,,,,,27,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0009_5523,3495256,TMS21F2257P0009,5523,1,,1,,,,,,58,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0010_5524,3493982,TMS21F2257P0010,5524,1,,1,,,,,,77,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0011_5525,3496387,TMS21F2257P0011,5525,1,,1,,,,,,89,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0012_5526,3493203,TMS21F2257P0012,5526,1,,1,,,,,,87,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0013_5527,3493435,TMS21F2257P0013,5527,1,,1,,,,,,70,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0014_5528,3494909,TMS21F2257P0014,5528,1,,1,,,,,,62,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0015_5529,3492247,TMS21F2257P0015,5529,1,,1,,,,,,143,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0016_5530,3496522,TMS21F2257P0016,5530,1,,1,,,,,,79,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0017_5531,3494627,TMS21F2257P0017,5531,1,,1,,,,,,22.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0018_5532,3493089,TMS21F2257P0018,5532,1,,1,,,,,,61,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0019_5533,3496130,TMS21F2257P0019,5533,1,,1,,,,,,51,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0020_5534,3492736,TMS21F2257P0020,5534,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0021_5535,3491202,TMS21F2257P0021,5535,1,,1,,,,,,83,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0022_5536,3492385,TMS21F2257P0022,5536,1,,1,,,,,,92,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0023_5537,3492822,TMS21F2257P0023,5537,1,,1,,,,,,35,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0024_5538,3491774,TMS21F2257P0024,5538,1,,1,,,,,,70,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0025_5539,3493687,TMS21F2257P0025,5539,1,,1,,,,,,75,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0026_5540,3496679,TMS21F2257P0026,5540,1,,1,,,,,,66,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0027_5541,3493913,TMS21F2257P0027,5541,1,,1,,,,,,70,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0028_5542,3494450,TMS21F2257P0028,5542,1,,1,,,,,,66,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0029_5543,3496277,TMS21F2257P0029,5543,1,,1,,,,,,70,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0030_5544,3494559,TMS21F2257P0030,5544,1,,1,,,,,,46,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0031_5545,3496162,TMS21F2257P0031,5545,1,,1,,,,,,20,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0032_5546,3495680,TMS21F2257P0032,5546,1,,1,,,,,,92,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0033_5547,3495434,TMS21F2257P0033,5547,1,,1,,,,,,118,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0034_5548,3493752,TMS21F2257P0034,5548,1,,1,,,,,,98,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0035_5549,3494578,TMS21F2257P0035,5549,1,,1,,,,,,85,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0036_5550,3495533,TMS21F2257P0036,5550,1,,1,,,,,,105,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0037_5551,3491712,TMS21F2257P0037,5551,1,,1,,,,,,80,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0038_5552,3493488,TMS21F2257P0038,5552,1,,1,,,,,,52,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0039_5553,3492715,TMS21F2257P0039,5553,1,,1,,,,,,76,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0040_5554,3493429,TMS21F2257P0040,5554,1,,1,,,,,,90,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0041_5555,3495127,TMS21F2257P0041,5555,1,,1,,,,,,84,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0042_5556,3494793,TMS21F2257P0042,5556,1,,1,,,,,,73,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0043_5557,3492594,TMS21F2257P0043,5557,1,,1,,,,,,92,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0044_5558,3496778,TMS21F2257P0044,5558,1,,1,,,,,,94,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0045_5559,3493535,TMS21F2257P0045,5559,1,,1,,,,,,84,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0046_5560,3496068,TMS21F2257P0046,5560,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0047_5561,3490931,TMS21F2257P0047,5561,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0048_5562,3495890,TMS21F2257P0048,5562,1,,1,,,,,,85,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0049_5563,3495781,TMS21F2257P0049,5563,1,,1,,,,,,85,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0050_5564,3495969,TMS21F2257P0050,5564,1,,1,,,,,,43,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0051_5565,3495765,TMS21F2257P0051,5565,1,,1,,,,,,78,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0052_5566,3495893,TMS21F2257P0052,5566,1,,1,,,,,,129,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0053_5567,3493644,TMS21F2257P0053,5567,1,,1,,,,,,104,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0054_5568,3495747,TMS21F2257P0054,5568,1,,1,,,,,,112,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0055_5569,3494328,TMS21F2257P0055,5569,1,,1,,,,,,125,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0056_5570,3494429,TMS21F2257P0056,5570,1,,1,,,,,,108,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0057_5571,3491744,TMS21F2257P0057,5571,1,,1,,,,,,115,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0058_5572,3494459,TMS21F2257P0058,5572,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0059_5573,3496033,TMS21F2257P0059,5573,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0060_5574,3491149,TMS21F2257P0060,5574,1,,1,,,,,,113,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0061_5575,3492158,TMS21F2257P0061,5575,1,,1,,,,,,114.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0062_5576,3493755,TMS21F2257P0062,5576,1,,1,,,,,,88,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0063_5577,3496180,TMS21F2257P0063,5577,1,,1,,,,,,86,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0064_5578,3496752,TMS21F2257P0064,5578,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0065_5579,3493025,TMS21F2257P0065,5579,1,,1,,,,,,110,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0066_5580,3492823,TMS21F2257P0066,5580,1,,1,,,,,,82,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0067_5581,3491845,TMS21F2257P0067,5581,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0068_5582,3494221,TMS21F2257P0068,5582,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0069_5583,3494074,TMS21F2257P0069,5583,1,,1,,,,,,114,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0070_5584,3491593,TMS21F2257P0070,5584,1,,1,,,,,,67,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0071_5585,3494556,TMS21F2257P0071,5585,1,,1,,,,,,83,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0072_5586,3495224,TMS21F2257P0072,5586,1,,1,,,,,,122,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0073_5587,3495313,TMS21F2257P0073,5587,1,,1,,,,,,65,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0074_5588,3496878,TMS21F2257P0074,5588,1,,1,,,,,,117,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0075_5589,3491797,TMS21F2257P0075,5589,1,,1,,,,,,146,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0076_5590,3496808,TMS21F2257P0076,5590,1,,1,,,,,,105,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0077_5591,3496125,TMS21F2257P0077,5591,1,,1,,,,,,113,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0078_5592,3494270,TMS21F2257P0078,5592,1,,1,,,,,,75,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0079_5593,3491595,TMS21F2257P0079,5593,1,,1,,,,,,69,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0080_5594,3492858,TMS21F2257P0080,5594,1,,1,,,,,,127,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0081_5595,3495319,TMS21F2257P0081,5595,1,,1,,,,,,48,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0082_5596,3494782,TMS21F2257P0082,5596,1,,1,,,,,,134,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0083_5597,3492578,TMS21F2257P0083,5597,1,,1,,,,,,108,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0084_5598,3494516,TMS21F2257P0084,5598,1,,1,,,,,,114,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0085_5599,3491437,TMS21F2257P0085,5599,1,,1,,,,,,90,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0086_5600,3491890,TMS21F2257P0086,5600,1,,1,,,,,,79,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0087_5601,3496597,TMS21F2257P0087,5601,1,,1,,,,,,95.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0088_5602,3491541,TMS21F2257P0088,5602,1,,1,,,,,,96,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0089_5603,3492873,TMS21F2257P0089,5603,1,,1,,,,,,144,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0090_5604,3492406,TMS21F2257P0090,5604,1,,1,,,,,,117,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0091_5605,3492191,TMS21F2257P0091,5605,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0092_5606,3491488,TMS21F2257P0092,5606,1,,1,,,,,,98,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0093_5607,3490998,TMS21F2257P0093,5607,1,,1,,,,,,44,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0094_5608,3494560,TMS21F2257P0094,5608,1,,1,,,,,,73,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0095_5609,3496104,TMS21F2257P0095,5609,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0096_5610,3494704,TMS21F2257P0096,5610,1,,1,,,,,,66,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0097_5611,3494767,TMS21F2257P0097,5611,1,,1,,,,,,85,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0098_5612,3492636,TMS21F2257P0098,5612,1,,1,,,,,,55,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0099_5613,3493563,TMS21F2257P0099,5613,1,,1,,,,,,40,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0100_5614,3495264,TMS21F2257P0100,5614,1,,1,,,,,,53,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0101_5615,3491266,TMS21F2257P0101,5615,1,,1,,,,,,63,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0102_5616,3492159,TMS21F2257P0102,5616,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0103_5617,3494323,TMS21F2257P0103,5617,1,,1,,,,,,64,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0104_5618,3496291,TMS21F2257P0104,5618,1,,1,,,,,,68,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0105_5619,3496341,TMS21F2257P0105,5619,1,,1,,,,,,95,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0106_5620,3495383,TMS21F2257P0106,5620,1,,1,,,,,,60,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0107_5621,3494087,TMS21F2257P0107,5621,1,,1,,,,,,88,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2257P0108_5622,3495378,TMS21F2257P0108,5622,1,,1,,,,,,87,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0001_5623,3491882,TMS21F2258P0001,5623,1,,1,,,,,,42,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0002_5624,3492282,TMS21F2258P0002,5624,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0003_5625,3496591,TMS21F2258P0003,5625,1,,1,,,,,,79,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0004_5626,3495473,TMS21F2258P0004,5626,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0005_5627,3492884,TMS21F2258P0005,5627,1,,1,,,,,,63,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0006_5628,3491334,TMS21F2258P0006,5628,1,,1,,,,,,119,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0007_5629,3492332,TMS21F2258P0007,5629,1,,1,,,,,,89,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0008_5630,3496147,TMS21F2258P0008,5630,1,,1,,,,,,22,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0009_5631,3492189,TMS21F2258P0009,5631,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0010_5632,3490915,TMS21F2258P0010,5632,1,,1,,,,,,61,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0011_5633,3492358,TMS21F2258P0011,5633,1,,1,,,,,,83,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0012_5634,3495385,TMS21F2258P0012,5634,1,,1,,,,,,72,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0013_5635,3491115,TMS21F2258P0013,5635,1,,1,,,,,,46,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0014_5636,3491584,TMS21F2258P0014,5636,1,,1,,,,,,68,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0015_5637,3491284,TMS21F2258P0015,5637,1,,1,,,,,,83,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0016_5638,3496815,TMS21F2258P0016,5638,1,,1,,,,,,58,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0017_5639,3495413,TMS21F2258P0017,5639,1,,1,,,,,,55,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0018_5640,3496714,TMS21F2258P0018,5640,1,,1,,,,,,57,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0019_5641,3491869,TMS21F2258P0019,5641,1,,1,,,,,,49,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0020_5642,3495755,TMS21F2258P0020,5642,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0021_5643,3496720,TMS21F2258P0021,5643,1,,1,,,,,,50,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0022_5644,3495822,TMS21F2258P0022,5644,1,,1,,,,,,86,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0023_5645,3492481,TMS21F2258P0023,5645,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0024_5646,3492243,TMS21F2258P0024,5646,1,,1,,,,,,52,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0025_5647,3494996,TMS21F2258P0025,5647,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0026_5648,3493129,TMS21F2258P0026,5648,1,,1,,,,,,72,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0027_5649,3496725,TMS21F2258P0027,5649,1,,1,,,,,,77,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0028_5650,3494226,TMS21F2258P0028,5650,1,,1,,,,,,90,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0029_5651,3494386,TMS21F2258P0029,5651,1,,1,,,,,,72,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0030_5652,3494963,TMS21F2258P0030,5652,1,,1,,,,,,59,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0031_5653,3490946,TMS21F2258P0031,5653,1,,1,,,,,,85,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0032_5654,3495140,TMS21F2258P0032,5654,1,,1,,,,,,87,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0033_5655,3495076,TMS21F2258P0033,5655,1,,1,,,,,,69,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0034_5656,3494018,TMS21F2258P0034,5656,1,,1,,,,,,100.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0035_5657,3494254,TMS21F2258P0035,5657,1,,1,,,,,,73,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0036_5658,3492900,TMS21F2258P0036,5658,1,,1,,,,,,53,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0037_5659,3491098,TMS21F2258P0037,5659,1,,1,,,,,,64,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0038_5660,3491288,TMS21F2258P0038,5660,1,,1,,,,,,61,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0039_5661,3491406,TMS21F2258P0039,5661,1,,1,,,,,,60,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0040_5662,3493600,TMS21F2258P0040,5662,1,,1,,,,,,35,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0041_5663,3492963,TMS21F2258P0041,5663,1,,1,,,,,,56,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0042_5664,3493073,TMS21F2258P0042,5664,1,,1,,,,,,54,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0043_5665,3494458,TMS21F2258P0043,5665,1,,1,,,,,,51,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0044_5666,3495170,TMS21F2258P0044,5666,1,,1,,,,,,31,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0045_5667,3496823,TMS21F2258P0045,5667,1,,1,,,,,,29,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0046_5668,3492486,TMS21F2258P0046,5668,1,,1,,,,,,40,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0047_5669,3492164,TMS21F2258P0047,5669,1,,1,,,,,,46,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0048_5670,3492252,TMS21F2258P0048,5670,1,,1,,,,,,42,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0049_5671,3491805,TMS21F2258P0049,5671,1,,1,,,,,,39,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0050_5672,3495217,TMS21F2258P0050,5672,1,,1,,,,,,74,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0051_5673,3493033,TMS21F2258P0051,5673,1,,1,,,,,,50,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0052_5674,3495678,TMS21F2258P0052,5674,1,,1,,,,,,68,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0053_5675,3493109,TMS21F2258P0053,5675,1,,1,,,,,,61,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0054_5676,3495290,TMS21F2258P0054,5676,1,,1,,,,,,47,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0055_5677,3494088,TMS21F2258P0055,5677,1,,1,,,,,,74,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0056_5678,3494945,TMS21F2258P0056,5678,1,,1,,,,,,88,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0057_5679,3490926,TMS21F2258P0057,5679,1,,1,,,,,,43,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0058_5680,3493618,TMS21F2258P0058,5680,1,,1,,,,,,73,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0059_5681,3496480,TMS21F2258P0059,5681,1,,1,,,,,,85,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0060_5682,3496488,TMS21F2258P0060,5682,1,,1,,,,,,79,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0061_5683,3495126,TMS21F2258P0061,5683,1,,1,,,,,,97,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0062_5684,3491714,TMS21F2258P0062,5684,1,,1,,,,,,67,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0063_5685,3494493,TMS21F2258P0063,5685,1,,1,,,,,,48,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0064_5686,3492381,TMS21F2258P0064,5686,1,,1,,,,,,91,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0065_5687,3493694,TMS21F2258P0065,5687,1,,1,,,,,,41,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2258P0066_5688,3494619,TMS21F2258P0066,5688,1,,1,,,,,,75,,,,,,,,,,,,
